request_id,account,ea_session,symbol,server_time,session_code,killzone_code,action,final_category,final_category_detail,category,reason,events,prior_request_id,prior_age_minutes,ttl_minutes,decision_tier,decision_source,decision_state,python_final_allow,model_family,recorded,final_resolver_reason,adjudicator_ran,analyst_selected_state,consumed_sweep_all_candidates
591813800_1786932611_30404328_1786938241_SILVER_16574,591813800,591813800_1786932611_30404328,SILVER,1786938241,ASIA,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,candidate_state:target_source+tp_model|price_drift,591813800_1786932611_30404328_1786937294_SILVER_4658,15.783333333333333,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786932611_30404328_1786941925_SILVER_4183,591813800,591813800_1786932611_30404328,SILVER,1786941924,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,request_state:is_buy+po3.has_follow_through+po3.liquidity_kind+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786932611_30404328_1786938241_SILVER_16574,61.38333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786942843_SILVER_15226,591813800,591813800_1786932611_30404328,SILVER,1786942842,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786941925_SILVER_4183,15.3,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786944679_SILVER_31841,591813800,591813800_1786932611_30404328,SILVER,1786944679,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786942843_SILVER_15226,30.616666666666667,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1788495063_34619250_1788496961_SILVER_27022,591813800,591813800_1788495063_34619250,SILVER,1788496961,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+runtime_input_hash|request_state:is_buy+po3.context_tier+po3.has_bos+po3.has_follow_through+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786932611_30404328_1786944679_SILVER_31841,25871.366666666665,0.0,DEGRADED_NON_TRADING,final_response_contract_invalid,REJECT,False,luna,non_full_structured_decision,panel_shortcircuit_analyst_cannot_approve_and_expectancy_below_gate_margin,False,ABSTAIN,
591813800_1788767828_50935000_1788767839_SILVER_14872,591813800,591813800_1788767828_50935000,SILVER,1788767838,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|request_state:is_buy+po3.context_tier+po3.has_bos+po3.has_follow_through+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786932611_30404328_1786944679_SILVER_31841,30385.983333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788767828_50935000_1788783313_SILVER_24960,591813800,591813800_1788767828_50935000,SILVER,1788783313,ASIA,K,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|killzone_transition|request_state:po3.t_disp|new_candidate,591813800_1788767828_50935000_1788767839_SILVER_14872,257.9166666666667,0.0,DEGRADED_NON_TRADING,structured_response_invalid,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786561284_9977718_1786564217_USDCAD_21795,591813800,591813800_1786561284_9977718,USDCAD,1786564216,OFF,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786561284_9977718_1786564531_USDCAD_22042,591813800,591813800_1786561284_9977718,USDCAD,1786564530,OFF,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,identity:python.model_id+python.provider_id|new_candidate,591813800_1786561284_9977718_1786564217_USDCAD_21795,5.233333333333333,0.0,DEGRADED_NON_TRADING,local_pipeline_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786738700_96564671_1786739667_USDCAD_7783,591813800,591813800_1786738700_96564671,USDCAD,1786739667,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+python.model_id+runtime_input_hash|request_state:is_buy+po3.has_follow_through+po3.liquidity_kind+po3.ltf_choch+po3.ltf_mss+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786561284_9977718_1786564217_USDCAD_21795,2924.1833333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786738700_96564671_1786740584_USDCAD_24907,591813800,591813800_1786738700_96564671,USDCAD,1786740584,OFF,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,new_candidate,591813800_1786738700_96564671_1786739667_USDCAD_7783,15.283333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788495063_34619250_1788535381_USDCAD_6937,591813800,591813800_1788495063_34619250,USDCAD,1788535381,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|session_transition|request_state:po3.context_tier+po3.has_bos+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786738700_96564671_1786740584_USDCAD_24907,29913.283333333333,0.0,DEGRADED_NON_TRADING,local_pipeline_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788767828_50935000_1788768766_USDCAD_2755,591813800,591813800_1788767828_50935000,USDCAD,1788768765,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|session_transition|request_state:po3.liquidity_kind+po3.ltf_choch+po3.ltf_mss+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786738700_96564671_1786740584_USDCAD_24907,33803.01666666667,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788767828_50935000_1788776041_USDCAD_5075,591813800,591813800_1788767828_50935000,USDCAD,1788776041,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id,591813800_1788767828_50935000_1788768766_USDCAD_2755,121.26666666666667,0.0,DEGRADED_NON_TRADING,local_pipeline_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788767828_50935000_1788779677_USDCAD_8294,591813800,591813800_1788767828_50935000,USDCAD,1788779677,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id,591813800_1788767828_50935000_1788768766_USDCAD_2755,181.86666666666667,0.0,DEGRADED_NON_TRADING,provider_deadline_exceeded,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788767828_50935000_1788782405_USDCAD_9321,591813800,591813800_1788767828_50935000,USDCAD,1788782404,ASIA,K,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|killzone_transition|new_candidate,591813800_1788767828_50935000_1788768766_USDCAD_2755,227.31666666666666,0.0,DEGRADED_NON_TRADING,provider_deadline_exceeded,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788798902_82010906_1788802543_USDCAD_15338,591813800,591813800_1788798902_82010906,USDCAD,1788802543,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|session_transition|request_state:po3.context_tier+po3.has_bos+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788767828_50935000_1788768766_USDCAD_2755,562.9666666666667,0.0,DEGRADED_NON_TRADING,provider_transport_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788798902_82010906_1788803450_USDCAD_30805,591813800,591813800_1788798902_82010906,USDCAD,1788803449,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|session_transition|request_state:po3.context_tier+po3.has_bos+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788767828_50935000_1788768766_USDCAD_2755,578.0666666666667,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,analyst_reject,False,REJECT,
591813800_1788798902_82010906_1788805261_USDCAD_27960,591813800,591813800_1788798902_82010906,USDCAD,1788805260,LON,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788798902_82010906_1788803450_USDCAD_30805,30.183333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788798902_82010906_1788806166_USDCAD_4204,591813800,591813800_1788798902_82010906,USDCAD,1788806166,LON,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788798902_82010906_1788805261_USDCAD_27960,15.1,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788798902_82010906_1788807072_USDCAD_291,591813800,591813800_1788798902_82010906,USDCAD,1788807071,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,price_drift,591813800_1788798902_82010906_1788806166_USDCAD_4204,15.083333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788798902_82010906_1788807977_USDCAD_22235,591813800,591813800_1788798902_82010906,USDCAD,1788807977,OFF,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,session_transition|candidate_state:fvg_execution_class+fvg_mid_mitigated+fvg_mitigation_state+target_source+tp_model|price_drift|candidate_state:fvg_execution_class+fvg_mid_mitigated+fvg_mitigation_state,591813800_1788798902_82010906_1788807072_USDCAD_291,15.1,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788837043_120154281_1788846715_USDCAD_17760,591813800,591813800_1788837043_120154281,USDCAD,1788846714,ASIA,NK,CALL,UNKNOWN,no_archived_decision,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+runtime_input_hash|session_transition|request_state:is_buy+po3.liquidity_kind+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788798902_82010906_1788807977_USDCAD_22235,645.6166666666667,0.0,,,,False,unknown,,,False,,
591813800_1788837043_120154281_1788847924_USDCAD_13150,591813800,591813800_1788837043_120154281,USDCAD,1788847923,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+runtime_input_hash|session_transition|request_state:is_buy+po3.liquidity_kind+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788798902_82010906_1788807977_USDCAD_22235,665.7666666666667,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,analyst_reject,False,REJECT,
591813800_1788891743_174857593_1788891764_USDCAD_9482,591813800,591813800_1788891743_174857593,USDCAD,1788891764,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+python.family_profile_version+python.model_id+python.prompt_contract_version+python.provider_id+runtime_input_hash|session_transition|request_state:po3.liquidity_kind+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788837043_120154281_1788847924_USDCAD_13150,730.6833333333333,0.0,DEGRADED_NON_TRADING,local_pipeline_error,REJECT,False,luna,non_full_structured_decision,,False,,
591813800_1788891952_175066921_1788891963_USDCAD_23077,591813800,591813800_1788891952_175066921,USDCAD,1788891962,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+python.family_profile_version+python.prompt_contract_version+runtime_input_hash|session_transition|request_state:po3.liquidity_kind+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788837043_120154281_1788847924_USDCAD_13150,733.9833333333333,0.0,DEGRADED_NON_TRADING,local_pipeline_error,REJECT,False,luna,non_full_structured_decision,,False,,
591813800_1788925102_208218984_1788925149_USDCAD_6193,591813800,591813800_1788925102_208218984,USDCAD,1788925148,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|request_state:is_buy+po3.liquidity_kind+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788837043_120154281_1788847924_USDCAD_13150,1287.0833333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788925758_USDCAD_18369,591813800,591813800_1788925102_208218984,USDCAD,1788925757,ASIA,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,new_candidate,591813800_1788925102_208218984_1788925149_USDCAD_6193,10.15,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788940923_USDCAD_8498,591813800,591813800_1788925102_208218984,USDCAD,1788940922,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,request_state:po3.t_disp|new_candidate,591813800_1788925102_208218984_1788925758_USDCAD_18369,252.75,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788942756_USDCAD_11133,591813800,591813800_1788925102_208218984,USDCAD,1788942756,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1788925102_208218984_1788940923_USDCAD_8498,30.566666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788944584_USDCAD_15928,591813800,591813800_1788925102_208218984,USDCAD,1788944583,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,request_state:po3.t_disp|new_candidate,591813800_1788925102_208218984_1788942756_USDCAD_11133,30.45,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788945194_USDCAD_5018,591813800,591813800_1788925102_208218984,USDCAD,1788945194,ASIA,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,price_drift,591813800_1788925102_208218984_1788944584_USDCAD_15928,10.183333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788948255_USDCAD_11489,591813800,591813800_1788925102_208218984,USDCAD,1788948255,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,request_state:is_buy+po3.developing_bos+po3.has_sweep+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788925102_208218984_1788945194_USDCAD_5018,51.016666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788949481_USDCAD_18073,591813800,591813800_1788925102_208218984,USDCAD,1788949480,ASIA,NK,REUSE,UNCHANGED_STATE,unchanged_decisive_non_approval_within_ttl,UNCHANGED_STATE,unchanged_decisive_non_approval_within_ttl,,591813800_1788925102_208218984_1788948255_USDCAD_11489,20.416666666666668,30.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,,analyst_abstain_below_adjudication_floor,False,ABSTAIN,
591813800_1788925102_208218984_1788950713_USDCAD_19120,591813800,591813800_1788925102_208218984,USDCAD,1788950712,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1788925102_208218984_1788948255_USDCAD_11489,40.95,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,analyst_reject,False,REJECT,
591813800_1788925102_208218984_1788951325_USDCAD_6280,591813800,591813800_1788925102_208218984,USDCAD,1788951324,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788950713_USDCAD_19120,10.2,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1786932611_30404328_1786932664_USDCHF_12861,591813800,591813800_1786932611_30404328,USDCHF,1786932664,NY,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786932611_30404328_1786934502_USDCHF_6164,591813800,591813800_1786932611_30404328,USDCHF,1786934502,NY,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1786932611_30404328_1786932664_USDCHF_12861,30.633333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786935436_USDCHF_2453,591813800,591813800_1786932611_30404328,USDCHF,1786935436,NY,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1786932611_30404328_1786934502_USDCHF_6164,15.566666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786936373_USDCHF_13463,591813800,591813800_1786932611_30404328,USDCHF,1786936373,ASIA,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,session_transition,591813800_1786932611_30404328_1786935436_USDCHF_2453,15.616666666666667,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786938241_USDCHF_10000,591813800,591813800_1786932611_30404328,USDCHF,1786938241,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786936373_USDCHF_13463,31.133333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786940076_USDCHF_889,591813800,591813800_1786932611_30404328,USDCHF,1786940075,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786938241_USDCHF_10000,30.566666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786941924_USDCHF_8177,591813800,591813800_1786932611_30404328,USDCHF,1786941924,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786940076_USDCHF_889,30.816666666666666,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786932611_30404328_1786943761_USDCHF_7571,591813800,591813800_1786932611_30404328,USDCHF,1786943761,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786941924_USDCHF_8177,30.616666666666667,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786932611_30404328_1786945598_USDCHF_20482,591813800,591813800_1786932611_30404328,USDCHF,1786945597,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786943761_USDCHF_7571,30.6,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786932611_30404328_1786947433_USDCHF_26196,591813800,591813800_1786932611_30404328,USDCHF,1786947433,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786945598_USDCHF_20482,30.6,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786932611_30404328_1786949268_USDCHF_22726,591813800,591813800_1786932611_30404328,USDCHF,1786949267,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786932611_30404328_1786947433_USDCHF_26196,30.566666666666666,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786999708_97504390_1786999757_USDCHF_24670,591813800,591813800_1786999708_97504390,USDCHF,1786999756,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,session_transition,591813800_1786932611_30404328_1786949268_USDCHF_22726,841.4833333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786999708_97504390_1787001594_USDCHF_4006,591813800,591813800_1786999708_97504390,USDCHF,1787001593,OFF,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786999708_97504390_1786999757_USDCHF_24670,30.616666666666667,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786999708_97504390_1787003430_USDCHF_974,591813800,591813800_1786999708_97504390,USDCHF,1787003429,OFF,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786999708_97504390_1787001594_USDCHF_4006,30.6,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786999708_97504390_1787004356_USDCHF_24979,591813800,591813800_1786999708_97504390,USDCHF,1787004356,OFF,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1786999708_97504390_1787003430_USDCHF_974,15.45,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
